REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q43_PERSON_SERIAL_NO,Q43_EXPECT_MINIMUM_SALARY,Q44_HOW_LONG_LOOKING_JOB,Q45_FORMAL_TRAINING,Q46B1_TRAINING_FIELD_1ST,Q46C1_NATURE_CERTIFICATE_1ST,Q46D1_INSTITUTION_1ST,Q46E1_DURATION_1ST,Q46B2_TRAINING_FIELD_2ND,Q46C2_NATURE_CERTIFICATE_2ND,Q46D2_INSTITUTION_2ND,Q46E2_DURATION_2ND
11,2012,10,2,21,104,02,1,052,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,21,106,07,1,077,03,15000,3,1,973,1,45,06,   , ,  ,  
11,2012,10,2,21,106,08,1,078,03,20000,1,1,719,2,45,06,   , ,  ,  
11,2012,10,2,21,106,08,1,078,04,20000,1,1,719,1,45,04,   , ,  ,  
11,2012,10,2,21,106,10,1,080,01,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,21,109,06,1,106,04,15000,3,1,842,1,45,06,   , ,  ,  
11,2012,10,2,21,110,01,1,111,02,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,21,110,06,1,116,04,80000,3,1,931,1,40,06,   , ,  ,  
11,2012,10,2,21,111,03,1,123,05,30000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,21,114,03,1,153,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,21,114,08,1,158,03,18000,3,1,931,1,05,06,719,1,05,06
11,2012,10,3,21,115,01,1,161,03,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,3,21,115,01,1,161,05,20000,1,1,719,1,46,06,   , ,  ,  
11,2012,11,2,21,119,02,1,122,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,119,06,1,126,03,15000,2,1,217,1,04,03,   , ,  ,  
11,2012,11,3,21,120,02,1,022,03,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,3,21,120,04,1,024,01,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,3,21,120,05,1,025,01,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,3,21,120,10,1,030,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,121,01,1,031,02,15000,3,1,973,1,02,06,   , ,  ,  
11,2012,11,2,21,121,05,1,035,04,07000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,121,07,1,037,01,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,121,10,1,040,02,07000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,122,01,1,141,02,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,122,07,1,147,01,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,122,07,1,147,02,15000,2,1,863,1,29,12,   , ,  ,  
11,2012,11,2,21,122,08,1,148,02,15000,2,1,612,2,46,24,   , ,  ,  
11,2012,11,2,21,124,08,1,058,02,02000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,21,127,10,1,080,03,15000,1,1,719,1,46,06,   , ,  ,  
11,2012,11,2,21,128,07,1,087,01,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,11,1,21,130,04,1,094,03,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,11,1,21,130,04,1,094,04,50000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,11,1,21,130,09,1,099,02,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,21,135,01,1,031,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,21,137,04,1,044,02,10000,1,1,719,1,25,12,   , ,  ,  
11,2012,12,2,21,137,05,1,045,03,10000,1,1,719,1,25,03,   , ,  ,  
11,2012,12,2,21,137,08,1,048,02,07000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,21,143,06,1,106,04,10000,3,1,711,2,01,06,618,2,01,06
11,2012,12,2,21,144,09,1,119,03,17000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,22,003,06,1,036,01,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,22,004,02,1,002,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,1,22,015,04,1,035,03,15000,3,1,719,1,01,06,   , ,  ,  
11,2012,07,2,22,016,10,1,020,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,22,016,10,1,020,04,18000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,22,018,05,1,046,02,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,22,018,09,1,050,02,15000,1,1,851,2,46,06,   , ,  ,  
11,2012,07,2,22,018,10,1,051,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,22,019,01,1,031,02,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,08,1,22,020,08,1,048,02,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,22,022,09,1,029,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,3,22,028,04,1,034,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,22,031,10,1,050,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,22,039,07,1,037,02,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,22,040,09,1,009,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,22,041,09,1,019,01,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,23,010,04,1,044,04,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,05,3,23,011,07,1,057,04,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,23,012,07,1,007,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,23,013,03,1,013,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,06,3,23,015,06,1,036,01,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,23,018,03,1,003,04,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,1,23,022,07,1,047,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,23,031,10,1,010,03,12000,2,1,218,1,46,03,   , ,  ,  
11,2012,10,2,23,038,03,1,013,04,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,23,045,02,1,012,03,15000,2,1,719,1,46,04,   , ,  ,  
11,2012,12,2,23,051,06,1,016,03,12000,2,1,719,1,46,04,   , ,  ,  
11,2012,04,2,31,007,02,1,072,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,31,007,02,1,072,04,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,31,007,02,1,072,05,13000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,31,007,06,1,076,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,31,031,03,1,063,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,31,042,05,1,045,03,10000,2,1,719,2,01,12,   , ,  ,  
11,2012,07,2,31,042,09,1,049,03,10000,2,1,931,1,02,06,   , ,  ,  
11,2012,07,2,31,042,09,1,049,04,10000,1,1,931,1,02,06,   , ,  ,  
11,2012,07,2,31,045,01,1,071,03,35000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,07,1,31,046,06,1,086,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,31,054,07,1,039,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,31,055,08,1,048,03,25000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,31,078,03,1,013,03,50000,1,1,217,1,01,06,   , ,  ,  
11,2012,10,2,31,089,06,1,126,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,092,02,1,022,03,12000,2,1,232,1,03,24,   , ,  ,  
11,2012,11,2,31,095,02,1,052,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,095,02,1,052,04,22000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,095,04,1,054,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,095,04,1,054,04,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,095,09,1,059,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,095,09,1,059,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,31,099,08,1,098,03,12000,3,1,718,1,02,01,   , ,  ,  
11,2012,12,2,31,105,03,1,023,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,105,04,1,024,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,105,08,1,028,03,15000,3,1,718,1,05,12,   , ,  ,  
11,2012,12,2,31,105,08,1,028,04,25000,3,1,311,2,10,24,   , ,  ,  
11,2012,12,2,31,105,10,1,030,03,25000,2,1,718,2,45,06,   , ,  ,  
11,2012,12,2,31,108,04,1,054,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,108,08,1,058,05,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,108,08,1,058,07,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,110,03,1,073,01,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,110,08,1,078,01,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,113,06,1,106,02,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,113,07,1,107,02,25000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,113,07,1,107,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,31,114,06,1,116,05,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,32,002,02,1,012,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,32,004,07,1,037,02,10000,3,1,811,1,03,24,   , ,  ,  
11,2012,04,2,32,005,06,1,046,04,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,32,006,06,1,056,03,03000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,32,008,05,1,075,05,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,32,008,06,1,076,01,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,1,32,009,07,1,087,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,1,32,009,07,1,087,03,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,1,32,009,08,1,088,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,3,32,012,02,1,012,03,15000,1,1,719,1,46,06,   , ,  ,  
11,2012,05,2,32,014,08,1,038,03,15000,3,1,322,1,03,12,   , ,  ,  
11,2012,05,2,32,017,07,1,067,04,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,32,019,09,1,089,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,32,019,09,1,089,06,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,05,1,32,020,05,1,095,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,32,022,05,1,115,02,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,32,022,08,1,118,03,15000,1,1,873,1,43,24,   , ,  ,  
11,2012,06,2,32,023,03,1,003,02,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,32,025,03,1,023,04,10000,2,1,719,1,43,06,   , ,  ,  
11,2012,06,2,32,026,08,1,038,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,32,028,06,1,046,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,32,029,10,1,111,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,32,031,03,1,063,02,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,06,1,32,032,02,1,072,03,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,1,32,032,03,1,073,03,20000,3,1,718,2,02,12,   , ,  ,  
11,2012,06,1,32,032,03,1,073,04,20000,3,1,718,2,02,12,   , ,  ,  
11,2012,07,2,32,036,05,1,075,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,32,036,07,1,077,05,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,32,037,06,1,016,04,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,32,039,09,1,049,04,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,32,040,02,1,092,02,18000,3,1,945,1,43,00,718,2,46,06
11,2012,07,2,32,042,07,1,027,02,15000,3,1,718,2,45,12,   , ,  ,  
11,2012,07,1,32,043,02,1,062,05,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,1,32,043,06,1,066,01,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,1,32,043,06,1,066,06,18000,2,1,541,2,18,15,   , ,  ,  
11,2012,07,1,32,043,08,1,068,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,32,044,02,1,032,08,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,32,044,09,1,039,03,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,32,051,03,1,033,01,01000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,32,051,07,1,037,03,18000,3,1,719,1,43,06,   , ,  ,  
11,2012,08,1,32,054,05,1,055,01,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,32,057,06,1,106,01,24000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,32,058,04,1,004,03,15000,3,1,718,2,46,12,   , ,  ,  
11,2012,09,2,32,062,04,1,044,07,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,32,065,01,1,061,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,1,32,066,08,1,078,05,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,32,067,03,1,083,03,10000,3,1,719,1,46,06,   , ,  ,  
11,2012,09,2,32,067,09,1,089,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,32,067,09,1,089,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,32,068,05,1,096,01,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,072,10,1,040,02,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,073,01,1,041,01,30000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,073,09,1,049,01,25000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,074,06,1,076,01,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,074,06,1,076,03,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,075,02,1,052,04,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,32,075,09,1,059,03,25000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,1,32,076,10,1,070,03,15000,1,1,718,2,45,12,   , ,  ,  
11,2012,10,2,32,077,06,1,086,02,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,1,32,078,01,1,091,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,1,32,078,03,1,093,04,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,1,32,078,03,1,093,05,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,1,32,078,03,1,093,08,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,082,09,1,029,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,084,02,1,042,01,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,084,02,1,042,02,04000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,084,02,1,042,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,084,06,1,046,03,25000,1,1,813,1,43,06,   , ,  ,  
11,2012,11,2,32,086,07,1,117,04,25000,1,1,719,1,43,06,   , ,  ,  
11,2012,11,2,32,088,02,1,072,04,13000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,088,09,1,079,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,11,1,32,089,04,1,084,04,22000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,1,32,089,05,1,085,02,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,1,32,089,10,1,090,03,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,32,090,10,1,100,05,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,092,05,1,065,04,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,094,09,1,049,03,15000,2,1,217,1,45,01,   , ,  ,  
11,2012,12,2,32,096,10,1,060,04,24000,3,1,854,1,03,12,   , ,  ,  
11,2012,12,2,32,097,03,1,073,05,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,097,05,1,075,01,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,098,03,1,093,05,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,099,06,1,016,01,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,099,07,1,017,04,21000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,101,04,1,034,03,10000,3,1,312,1,03,12,946,1,43,06
11,2012,12,2,32,101,04,1,034,04,12000,3,1,218,1,46,03,946,1,43,06
11,2012,12,2,32,101,06,1,036,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,32,101,06,1,036,04,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,33,001,04,1,004,05,15000,1,1,612,2,43,03,   , ,  ,  
11,2012,04,2,33,006,01,1,051,02,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,33,008,05,1,075,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,33,008,05,1,075,05,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,33,008,05,1,075,06,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,33,009,02,1,002,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,33,012,05,1,035,04,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,33,012,09,1,039,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,33,012,09,1,039,04,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,33,013,04,1,044,04,15000,2,1,718,1,02,06,   , ,  ,  
11,2012,05,2,33,015,03,1,063,03,22000,3,1,321,1,01,36,619,1,46,06
11,2012,05,2,33,015,09,1,069,03,20000,3,1,931,2,01,24,619,1,46,12
11,2012,05,2,33,016,02,1,072,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,33,016,02,1,072,04,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,2,33,019,01,1,021,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,06,1,33,024,08,1,078,04,30000,2,1,248,1,46,07,   , ,  ,  
11,2012,06,1,33,024,09,1,079,01,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,06,1,33,024,09,1,079,02,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,1,33,025,10,1,010,03,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,027,01,1,021,02,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,027,02,1,022,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,027,05,1,025,02,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,028,02,1,032,02,25000,2,1,719,1,46,06,   , ,  ,  
11,2012,07,2,33,029,09,1,049,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,029,09,1,049,04,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,032,03,1,073,03,10000,3,1,829,2,01,09,718,1,43,04
11,2012,07,2,33,032,07,1,077,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,07,2,33,032,08,1,078,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,33,034,10,1,010,02,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,08,1,33,036,01,1,021,01,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,08,1,33,036,06,1,026,01,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,08,1,33,036,09,1,029,02,20000,3,1,546,1,46,18,856,1,46,06
11,2012,08,1,33,036,09,1,029,03,35000,3,1,217,1,46,03,   , ,  ,  
11,2012,08,3,33,038,06,1,046,04,15000,2,1,861,1,29,06,718,1,45,06
11,2012,08,2,33,039,07,1,057,01,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,08,2,33,042,01,1,081,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,33,044,02,1,002,03,10000,3,1,871,1,03,06,   , ,  ,  
11,2012,09,1,33,046,01,1,021,02,18000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,33,047,05,1,035,02,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,33,047,06,1,036,04,20000,2,1,719,1,45,06,   , ,  ,  
11,2012,09,2,33,048,02,1,043,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,33,050,04,1,064,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,09,2,33,051,07,1,077,03,10000,3,1,718,1,45,06,   , ,  ,  
11,2012,09,2,33,051,07,1,077,05,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,33,054,04,1,014,01,30000,2,1,231,1,03,06,   , ,  ,  
11,2012,10,2,33,054,07,1,017,01,15000,3,1,711,1,25,06,931,1,43,06
11,2012,10,1,33,055,02,1,022,04,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,33,056,02,1,032,03,20000,3,1,213,3,38,99,   , ,  ,  
11,2012,10,2,33,056,05,1,035,02,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,33,060,03,1,073,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,10,2,33,061,08,1,088,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,33,062,05,1,005,05,12000,2,1,122,1,43,06,   , ,  ,  
11,2012,11,2,33,063,03,1,013,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,11,2,33,065,06,1,036,03,13000,2,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,33,072,10,1,030,03,20000,2,1,719,1,45,06,   , ,  ,  
11,2012,12,2,33,072,10,1,030,04,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2012,12,2,33,074,01,1,041,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,41,001,04,1,004,03,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,41,001,04,1,004,04,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,04,2,41,002,03,1,013,02,15000,3,1,873,1,47,05,   , ,  ,  
11,2012,04,2,41,005,02,1,042,04,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2012,05,2,41,008,04,1,004,03,15000,2,2,   , ,  ,  ,   , ,  ,  
