REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q57SERNO,Q57,Q58,Q59,Q60,Q61
13,2013,10,2,43,06,028,02,1,022,03,002500,1,2,    , 
13,2013,10,1,53,15,040,01,1,011,02,020000,1,1,2330,1
13,2013,10,2,53,15,041,07,1,027,03,025000,3,1,2341,1
13,2013,10,1,91,12,091,05,1,065,06,015000,3,2,    , 
13,2013,10,3,91,24,094,09,1,099,02,015000,2,2,    , 
13,2013,10,2,91,27,095,09,1,009,03,015000,2,2,    , 
13,2013,10,2,91,36,096,03,1,053,02,020000,3,1,3313,1
13,2013,10,2,62,30,055,09,1,039,03,020000,2,2,    , 
13,2013,10,2,72,12,043,09,1,039,05,010000,1,2,    , 
13,2013,10,2,72,18,044,08,1,048,01,020000,3,1,7513,3
13,2013,10,2,72,18,044,08,1,048,02,035000,1,2,    , 
13,2013,10,2,23,06,046,03,1,003,04,015000,3,2,    , 
13,2013,10,1,23,12,048,04,1,024,03,020000,1,1,2330,1
13,2013,10,2,32,21,094,05,1,095,03,015000,3,2,    , 
13,2013,10,2,32,21,094,06,1,096,03,040000,2,2,    , 
13,2013,10,2,32,21,094,06,1,096,04,035000,3,1,5131,1
13,2013,10,2,32,27,095,02,1,072,03,025000,3,2,    , 
13,2013,10,2,32,27,095,03,1,073,03,020000,2,2,    , 
13,2013,10,2,32,36,096,01,1,081,04,015000,3,1,5211,1
13,2013,10,2,32,36,096,03,1,083,01,015000,1,1,9211,1
13,2013,10,2,32,36,096,09,1,089,04,025000,2,2,    , 
13,2013,10,2,32,42,098,01,1,051,05,020000,3,2,    , 
13,2013,10,1,32,42,099,01,1,021,03,024000,3,2,    , 
13,2013,10,1,32,42,099,07,1,027,03,024000,3,2,    , 
13,2013,10,2,32,48,100,01,1,031,01,040000,3,1,7113,2
13,2013,10,2,32,48,100,09,1,039,03,015000,3,1,9211,1
13,2013,10,2,32,48,100,10,1,040,03,015000,3,2,    , 
13,2013,10,1,42,03,029,06,1,017,02,020000,2,2,    , 
13,2013,10,2,42,03,028,07,1,007,04,025000,3,2,    , 
13,2013,10,2,61,75,172,01,1,131,03,018000,1,2,    , 
13,2013,10,2,61,63,169,04,1,044,02,025000,2,2,    , 
13,2013,10,2,61,57,168,02,1,092,02,012000,3,1,8153,1
13,2013,10,2,61,57,168,08,1,098,02,015000,3,2,    , 
13,2013,10,2,61,57,168,10,1,100,03,012000,3,2,    , 
13,2013,10,1,61,54,167,01,1,161,06,020000,1,1,6116,3
13,2013,10,2,45,03,028,04,1,004,02,020000,3,2,    , 
13,2013,10,2,45,03,028,05,1,005,03,015000,1,2,    , 
13,2013,10,2,92,06,089,02,1,012,04,020000,3,2,    , 
13,2013,10,2,92,06,089,02,1,012,05,015000,3,2,    , 
13,2013,10,2,92,06,089,07,1,017,03,015000,3,2,    , 
13,2013,10,2,92,06,089,07,1,017,04,020000,3,2,    , 
13,2013,10,2,92,09,090,07,1,027,03,015000,2,2,    , 
13,2013,10,2,92,18,093,04,1,054,03,020000,2,2,    , 
13,2013,10,2,92,18,093,04,1,054,04,015000,1,2,    , 
13,2013,10,2,92,18,094,08,2,069,02,015000,2,1,7531,1
13,2013,10,2,21,27,169,03,1,153,03,012000,3,1,5142,1
13,2013,10,2,21,36,173,02,1,162,01,025000,2,1,0120,1
13,2013,10,2,21,54,180,07,1,117,05,015000,3,2,    , 
13,2013,10,2,21,54,180,08,1,118,03,018000,2,1,4211,1
13,2013,10,2,13,27,102,02,1,022,01,010000,1,1,0130,1
13,2013,10,2,13,24,101,10,1,060,03,010000,1,1,7531,3
13,2013,10,2,13,21,100,03,1,084,03,012000,3,2,    , 
13,2013,10,2,13,15,099,09,1,080,03,025000,1,2,    , 
13,2013,10,2,13,09,097,08,1,068,01,010000,1,1,9217,1
13,2013,10,2,41,12,047,04,1,014,03,010000,1,2,    , 
13,2013,10,2,41,12,047,08,1,018,03,010000,2,1,8322,1
13,2013,10,1,41,27,049,04,1,004,03,025000,3,2,    , 
13,2013,10,2,33,09,077,07,1,007,06,050000,3,2,    , 
13,2013,10,1,33,12,078,09,1,019,01,025000,1,1,8332,1
13,2013,10,2,33,15,079,01,1,041,03,015000,3,1,7223,1
13,2013,10,2,33,15,079,02,1,042,02,015000,3,1,6111,4
13,2013,10,2,33,15,079,03,1,043,04,015000,3,2,    , 
13,2013,10,2,33,15,079,10,1,050,04,015000,3,2,    , 
13,2013,10,2,33,25,082,06,1,076,03,020000,2,2,    , 
13,2013,10,2,33,25,082,08,1,078,03,020000,2,2,    , 
13,2013,10,1,12,06,200,04,1,044,04,020000,2,2,    , 
13,2013,10,2,12,12,202,01,1,061,03,011500,3,1,7531,1
13,2013,10,2,12,12,202,02,1,062,03,012000,3,1,5414,1
13,2013,10,2,12,12,203,05,1,075,03,020000,1,1,7531,1
13,2013,10,2,12,15,204,05,1,085,04,012000,1,2,    , 
13,2013,10,2,12,18,205,01,1,091,01,200000,1,1,7512,1
13,2013,10,2,12,21,207,01,1,111,04,050000,1,2,    , 
13,2013,10,2,12,21,207,06,1,116,03,015000,1,1,7231,1
13,2013,10,2,12,24,209,08,1,138,03,020000,2,2,    , 
13,2013,10,2,12,24,210,06,1,146,03,030000,1,2,    , 
13,2013,10,2,12,30,212,08,1,168,03,015000,1,2,    , 
13,2013,10,2,12,30,213,03,1,173,01,015000,1,2,    , 
13,2013,10,2,12,33,214,01,1,181,01,020000,3,2,    , 
13,2013,10,2,12,36,215,01,1,192,03,030000,2,2,    , 
13,2013,10,2,12,39,216,08,1,209,05,020000,3,2,    , 
13,2013,10,2,31,24,101,02,1,032,03,025000,3,1,7411,4
13,2013,10,2,31,27,102,06,1,046,03,025000,3,2,    , 
13,2013,10,1,31,39,105,01,1,072,02,020000,3,2,    , 
13,2013,10,1,31,39,105,09,1,080,03,025000,1,2,    , 
13,2013,10,2,31,42,106,01,1,082,06,015000,3,2,    , 
13,2013,10,2,31,42,106,02,1,083,03,035000,2,2,    , 
13,2013,10,2,31,42,106,09,1,090,01,020000,3,2,    , 
13,2013,10,1,11,30,185,05,1,145,03,020000,1,2,    , 
13,2013,10,1,11,30,185,05,1,145,04,020000,1,2,    , 
13,2013,10,1,11,30,185,05,1,145,06,010000,1,2,    , 
13,2013,10,2,11,15,179,01,1,081,03,012000,3,2,    , 
13,2013,10,2,11,15,179,02,1,082,03,012000,2,2,    , 
13,2013,10,1,11,03,172,08,1,018,05,050000,3,2,    , 
13,2013,10,2,51,34,067,02,1,022,02,010000,1,2,    , 
13,2013,10,2,51,34,067,07,1,027,03,020000,3,2,    , 
13,2013,10,2,51,34,067,07,1,027,04,020000,3,2,    , 
13,2013,10,2,81,24,072,04,1,067,03,015000,2,2,    , 
13,2013,10,2,81,24,072,07,1,064,04,015000,2,2,    , 
13,2013,10,2,81,24,072,10,1,061,01,015000,2,1,9112,1
13,2013,10,2,81,24,072,10,1,061,04,015000,1,2,    , 
13,2013,10,3,81,15,070,02,1,002,03,012000,3,2,    , 
13,2013,10,2,71,39,055,01,1,031,03,018000,2,1,9211,4
13,2013,10,1,71,15,053,07,1,017,01,020000,1,1,9313,1
13,2013,10,1,71,15,053,10,1,020,02,012000,3,1,4132,1
13,2013,10,2,52,03,076,10,1,010,03,025000,1,2,    , 
13,2013,10,2,52,15,078,05,1,025,02,010000,1,1,7531,3
13,2013,10,2,52,15,078,08,1,028,02,006000,1,1,5211,1
13,2013,10,1,52,24,081,02,1,012,03,020000,1,2,    , 
13,2013,10,1,52,24,081,07,1,017,04,020000,1,2,    , 
13,2013,10,2,52,33,082,02,1,022,03,015000,3,2,    , 
13,2013,10,2,52,33,082,02,1,022,04,015000,2,2,    , 
13,2013,10,2,52,33,082,02,1,022,05,015000,2,2,    , 
13,2013,10,2,52,51,084,06,1,057,02,020000,3,2,    , 
13,2013,10,3,22,33,047,03,1,023,04,015000,2,2,    , 
13,2013,10,2,22,21,046,02,1,032,03,020000,3,1,8181,1
13,2013,10,2,22,12,045,06,1,016,03,020000,2,1,4413,1
13,2013,10,2,22,12,045,07,1,017,04,012000,3,1,2342,3
13,2013,10,2,22,12,045,10,1,020,01,010000,1,1,9211,1
13,2013,11,2,91,45,107,02,1,022,03,015000,1,1,3322,1
13,2013,11,3,91,42,106,02,1,002,02,015000,3,1,9321,1
13,2013,11,3,91,42,106,02,1,002,03,010000,1,2,    , 
13,2013,11,2,91,21,103,09,1,019,03,015000,3,2,    , 
13,2013,11,2,91,21,103,10,1,020,03,020000,1,2,    , 
13,2013,11,2,91,09,100,08,1,058,03,070000,1,2,    , 
13,2013,11,2,91,06,099,01,1,041,03,015000,3,2,    , 
13,2013,11,2,62,42,062,03,1,033,03,015000,1,2,    , 
13,2013,11,2,62,42,062,06,1,036,03,010000,1,2,    , 
13,2013,11,2,62,42,062,07,1,037,02,015000,1,1,7531,1
13,2013,11,1,62,33,060,09,1,019,05,020000,1,1,9621,1
13,2013,11,2,72,18,049,06,1,006,03,020000,3,2,    , 
13,2013,11,2,72,18,049,10,1,011,02,020000,3,1,1213,1
13,2013,11,2,72,03,045,09,1,020,04,025000,2,1,7531,1
13,2013,11,2,23,03,051,08,1,008,02,015000,3,1,7533,1
13,2013,11,2,23,03,051,10,1,010,03,020000,3,2,    , 
13,2013,11,2,44,15,033,01,1,021,04,015000,1,2,    , 
13,2013,11,2,22,27,050,03,1,003,02,007500,3,2,    , 
13,2013,11,2,22,27,050,09,1,009,03,020000,3,2,    , 
13,2013,11,2,22,27,050,10,1,010,02,008000,3,2,    , 
13,2013,11,2,22,15,049,02,1,032,01,005000,2,2,    , 
13,2013,11,2,22,15,049,07,1,037,02,030000,2,2,    , 
13,2013,11,2,22,15,049,07,1,037,03,025000,1,1,7214,1
13,2013,11,2,82,15,041,02,1,012,03,025000,2,1,7512,4
13,2013,11,2,32,24,105,01,1,041,03,024000,3,2,    , 
13,2013,11,2,32,24,105,04,1,044,03,022000,3,2,    , 
13,2013,11,2,32,39,107,03,1,063,03,012000,3,2,    , 
13,2013,11,2,32,45,109,05,1,085,03,020000,3,2,    , 
13,2013,11,1,42,03,031,07,1,007,03,020000,2,2,    , 
13,2013,11,2,61,09,176,09,1,019,03,015000,1,1,7533,1
13,2013,11,2,61,84,191,06,1,156,02,020000,3,1,8153,1
13,2013,11,2,61,54,184,04,1,094,05,008000,1,2,    , 
13,2013,11,2,61,39,181,05,1,065,03,020000,2,1,4311,1
13,2013,11,2,61,39,181,08,1,068,03,025000,3,1,5211,1
13,2013,11,2,61,21,182,07,1,077,03,020000,3,2,    , 
13,2013,11,2,92,27,105,06,1,026,03,030000,3,2,    , 
13,2013,11,2,92,27,105,08,1,028,04,025000,3,1,9211,1
13,2013,11,2,92,27,105,09,1,029,03,025000,3,1,7531,1
13,2013,11,2,92,12,101,07,1,077,03,015000,3,2,    , 
13,2013,11,2,92,06,099,05,1,065,03,020000,3,2,    , 
13,2013,11,2,92,06,099,05,1,065,08,015000,3,2,    , 
13,2013,11,2,92,06,099,06,1,066,04,015000,2,2,    , 
13,2013,11,2,92,06,099,06,1,066,09,015000,3,2,    , 
13,2013,11,2,92,06,099,06,1,066,10,020000,3,2,    , 
13,2013,11,2,92,06,099,07,1,067,03,020000,2,2,    , 
13,2013,11,2,92,06,099,10,1,070,05,020000,2,2,    , 
13,2013,11,2,21,03,181,04,1,004,05,020000,1,2,    , 
13,2013,11,2,21,03,181,10,1,010,01,020000,3,1,4132,1
13,2013,11,2,21,09,182,10,1,020,04,020000,1,2,    , 
13,2013,11,2,21,12,183,06,1,148,03,015000,1,2,    , 
13,2013,11,2,21,27,187,04,1,166,03,015000,2,2,    , 
13,2013,11,1,21,30,188,08,1,049,03,050000,1,2,    , 
13,2013,11,2,21,33,189,08,1,059,03,010000,3,2,    , 
13,2013,11,2,21,36,191,09,1,090,04,018000,3,1,5211,1
13,2013,11,2,21,42,194,02,1,134,03,015000,3,2,    , 
13,2013,11,2,21,42,194,02,1,134,05,015000,3,2,    , 
13,2013,11,2,21,45,195,02,1,093,04,010000,1,2,    , 
13,2013,11,3,21,54,197,05,1,116,03,020000,3,2,    , 
13,2013,11,2,13,30,113,01,1,041,01,008000,1,1,9217,1
13,2013,11,2,13,30,113,02,1,042,02,010000,1,1,9313,1
13,2013,11,2,13,21,111,01,1,082,03,010000,3,2,    , 
13,2013,11,2,13,21,111,01,1,082,04,008000,3,2,    , 
13,2013,11,2,13,21,111,05,1,086,08,010000,3,2,    , 
13,2013,11,2,13,03,104,07,1,057,07,010000,1,1,7512,1
13,2013,11,2,41,15,052,08,1,048,04,020000,2,2,    , 
13,2013,11,2,41,21,053,10,1,010,03,010000,3,2,    , 
13,2013,11,2,41,21,053,10,1,010,04,015000,3,2,    , 
13,2013,11,1,41,33,055,05,1,035,03,020000,1,2,    , 
13,2013,11,1,41,33,055,08,1,038,03,010000,3,2,    , 
13,2013,11,2,33,06,085,08,1,078,06,020000,2,1,9321,1
13,2013,11,2,33,06,085,08,1,078,08,020000,2,2,    , 
13,2013,11,2,33,15,087,04,1,054,03,015000,2,2,    , 
13,2013,11,2,33,24,089,03,1,023,04,010000,2,2,    , 
13,2013,11,2,12,27,232,08,1,138,03,022000,2,2,    , 
13,2013,11,2,12,27,232,10,1,140,03,018000,2,2,    , 
13,2013,11,2,12,27,231,04,1,124,03,025000,1,2,    , 
13,2013,11,2,12,15,224,03,1,063,03,015000,3,2,    , 
13,2013,11,2,31,45,118,03,1,083,03,020000,2,2,    , 
13,2013,11,3,81,21,077,04,1,056,01,008000,3,2,    , 
13,2013,11,3,81,21,077,09,1,061,01,025000,1,1,7114,1
13,2013,11,1,81,33,080,03,1,034,03,015000,1,1,7531,1
13,2013,11,2,52,03,085,06,1,006,03,020000,2,2,    , 
13,2013,11,2,52,16,087,03,1,003,03,010000,3,2,    , 
13,2013,11,1,52,25,089,01,1,021,04,025000,3,2,    , 
13,2013,11,1,11,27,203,05,1,135,03,020000,3,2,    , 
13,2013,11,1,11,21,200,06,1,106,01,025000,2,1,5121,1
13,2013,11,2,11,12,197,01,1,071,03,020000,3,2,    , 
13,2013,11,2,11,12,197,01,1,071,04,020000,2,2,    , 
13,2013,11,2,11,12,197,01,1,071,05,020000,1,2,    , 
13,2013,11,2,11,06,193,03,1,033,08,030000,1,1,2512,1
13,2013,11,2,51,31,075,01,1,001,01,007500,1,1,7512,3
13,2013,12,2,53,15,048,03,1,033,03,020000,3,2,    , 
13,2013,12,2,53,15,048,03,2,034,02,020000,3,2,    , 
13,2013,12,2,53,15,048,04,1,035,05,020000,3,2,    , 
13,2013,12,2,53,15,048,07,1,038,03,020000,3,1,1223,1
13,2013,12,2,53,15,048,07,1,038,04,020000,3,1,1221,1
13,2013,12,2,53,30,047,04,1,024,03,020000,2,2,    , 
13,2013,12,2,91,24,114,04,1,034,03,015000,1,2,    , 
13,2013,12,2,91,51,118,01,1,001,03,015000,2,2,    , 
13,2013,12,2,91,51,118,07,1,007,03,015000,2,2,    , 
13,2013,12,2,62,45,068,05,1,045,03,010000,3,2,    , 
13,2013,12,2,62,45,068,06,1,046,02,100000,2,2,    , 
13,2013,12,2,62,45,068,09,1,049,02,008000,3,1,6118,3
13,2013,12,2,62,18,065,06,1,016,02,010000,1,2,    , 
13,2013,12,3,23,12,058,06,1,027,03,020000,2,2,    , 
13,2013,12,2,44,09,034,03,1,003,03,015000,3,2,    , 
13,2013,12,2,22,09,054,07,1,047,03,010000,2,2,    , 
13,2013,12,2,22,09,054,07,1,047,04,008000,3,2,    , 
13,2013,12,2,22,03,053,09,1,019,03,025000,2,2,    , 
13,2013,12,1,32,42,119,10,1,020,02,024000,3,2,    , 
13,2013,12,2,32,39,118,08,1,048,04,015000,2,2,    , 
13,2013,12,2,32,21,115,01,1,071,01,012000,2,2,    , 
13,2013,12,2,32,21,115,02,1,072,04,015000,2,2,    , 
13,2013,12,2,32,45,120,05,1,095,06,015000,1,1,5211,1
13,2013,12,2,61,27,196,07,1,037,01,015000,3,2,    , 
13,2013,12,2,61,51,201,06,1,086,01,015000,1,1,9313,1
13,2013,12,2,61,51,201,08,1,088,03,050000,3,1,3360,1
13,2013,12,2,61,57,202,01,1,091,01,015000,3,1,5411,1
13,2013,12,2,61,57,202,01,1,091,02,010000,3,2,    , 
13,2013,12,2,61,57,202,02,1,092,02,015000,3,1,3114,1
13,2013,12,2,61,57,202,04,1,094,03,020000,2,1,9629,1
13,2013,12,2,61,57,202,04,1,094,04,015000,3,2,    , 
13,2013,12,2,61,81,208,03,1,152,02,015000,2,2,    , 
13,2013,12,2,61,87,209,04,1,163,04,015000,3,1,7533,1
13,2013,12,2,61,87,209,04,1,163,05,015000,3,1,3213,1
13,2013,12,2,61,87,209,10,1,169,03,010000,3,1,0130,1
13,2013,12,2,61,87,210,01,1,170,03,030000,1,2,    , 
13,2013,12,2,45,06,034,05,1,005,03,015000,2,2,    , 
13,2013,12,2,45,06,034,09,1,009,03,015000,2,2,    , 
13,2013,12,2,45,09,035,06,1,016,04,015000,1,2,    , 
13,2013,12,2,92,24,113,08,1,028,02,015000,3,1,4110,1
13,2013,12,2,92,18,112,10,1,070,03,018000,3,1,4132,1
13,2013,12,2,92,18,111,04,1,034,04,030000,1,1,8121,1
13,2013,12,2,92,18,111,09,1,039,02,015000,1,2,    , 
13,2013,12,2,92,06,108,05,1,075,03,025000,3,2,    , 
13,2013,12,2,92,06,108,05,1,075,04,015000,2,2,    , 
13,2013,12,2,92,06,108,09,1,079,04,025000,3,2,    , 
13,2013,12,2,92,06,108,09,1,079,05,018000,3,2,    , 
13,2013,12,2,92,06,108,10,1,080,03,020000,3,2,    , 
13,2013,12,2,92,03,107,03,1,003,05,015000,3,1,7531,1
13,2013,12,2,21,33,208,10,1,060,05,015000,2,1,7532,1
13,2013,12,2,21,30,207,07,1,097,04,025000,3,2,    , 
13,2013,12,3,21,24,203,06,1,026,02,010000,1,2,    , 
13,2013,12,2,21,09,200,07,1,117,03,060000,1,2,    , 
13,2013,12,2,21,09,200,08,1,118,03,030000,2,2,    , 
13,2013,12,2,21,54,215,09,1,109,03,015000,3,2,    , 
13,2013,12,2,21,39,211,10,1,070,03,020000,3,1,5223,1
13,2013,12,2,21,39,211,10,1,070,04,015000,3,2,    , 
13,2013,12,2,13,39,125,02,1,052,04,025000,3,2,    , 
13,2013,12,3,13,36,124,08,1,078,01,020000,1,1,9211,1
13,2013,12,2,13,27,122,05,1,025,02,020000,1,2,    , 
13,2013,12,2,13,24,121,03,1,003,03,020000,1,1,9112,1
13,2013,12,2,13,15,119,07,1,047,04,050000,1,1,8121,1
13,2013,12,2,41,18,057,02,1,042,03,020000,2,2,    , 
13,2013,12,2,41,18,057,10,1,050,05,015000,3,2,    , 
13,2013,12,2,41,27,058,01,1,021,03,030000,1,2,    , 
13,2013,12,1,41,36,059,04,1,004,03,020000,2,2,    , 
13,2013,12,2,33,09,094,05,1,035,03,025000,3,2,    , 
13,2013,12,2,33,12,095,07,1,017,04,020000,1,1,7531,1
13,2013,12,2,33,21,097,01,1,001,03,025000,2,2,    , 
13,2013,12,2,33,21,097,05,1,005,02,020000,3,2,    , 
13,2013,12,2,33,25,098,05,1,075,02,020000,2,2,    , 
13,2013,12,2,31,27,124,05,1,045,03,050000,1,2,    , 
13,2013,12,2,31,27,124,05,1,045,04,030000,1,2,    , 
13,2013,12,2,31,42,127,04,1,074,04,030000,2,2,    , 
13,2013,12,2,31,42,127,07,1,077,06,020000,3,2,    , 
13,2013,12,2,81,30,087,02,1,022,04,025000,2,1,9629,1
13,2013,12,2,81,30,087,09,1,029,02,015000,1,1,9322,1
13,2013,12,2,81,21,084,01,1,072,04,010000,2,2,    , 
13,2013,12,2,81,09,083,08,1,049,04,025000,2,2,    , 
13,2013,12,2,71,63,067,04,1,054,02,035000,3,2,    , 
13,2013,12,2,71,60,066,07,1,047,02,030000,3,1,0110,1
13,2013,12,2,52,18,095,01,1,001,04,015000,1,2,    , 
13,2013,12,2,52,18,095,05,1,005,04,015000,1,2,    , 
13,2013,12,2,82,12,044,08,1,008,03,015000,3,1,9211,4
13,2013,12,2,12,06,241,06,1,026,01,020000,1,1,9322,1
13,2013,12,2,12,18,248,05,1,095,03,010000,1,2,    , 
13,2013,12,2,12,24,252,02,1,122,04,060000,1,2,    , 
13,2013,12,2,12,36,258,01,1,181,03,020000,3,2,    , 
13,2013,12,2,12,36,258,01,1,181,04,015000,2,2,    , 
13,2013,12,1,11,33,225,01,1,161,04,025000,1,2,    , 
13,2013,12,1,11,15,216,04,1,074,03,030000,1,1,7512,3
13,2013,12,1,11,09,212,10,1,040,05,020000,3,2,    , 
13,2013,12,2,11,06,211,09,1,029,03,050000,3,2,    , 
13,2013,12,2,51,31,081,10,1,050,03,025000,1,2,    , 
13,2013,12,1,51,21,084,03,1,023,03,020000,2,2,    , 
13,2013,09,1,43,09,026,03,1,014,02,020000,3,1,9211,1
13,2013,09,2,43,09,027,02,1,002,01,015000,1,1,9313,1
13,2013,09,2,43,09,027,02,1,002,03,020000,1,1,7231,1
13,2013,09,2,43,09,027,02,1,002,04,015000,1,2,    , 
13,2013,09,2,43,09,027,03,1,003,03,015000,1,2,    , 
13,2013,09,2,43,09,027,09,1,009,05,010000,1,2,    , 
13,2013,09,2,53,18,037,06,1,026,04,018000,2,2,    , 
13,2013,09,2,53,18,037,07,1,027,02,010000,1,2,    , 
13,2013,09,1,91,12,082,07,1,037,01,075000,1,1,8332,1
13,2013,09,2,91,24,084,05,1,075,03,010000,1,2,    , 
13,2013,09,2,91,24,084,09,1,079,03,010000,1,2,    , 
13,2013,09,2,91,30,085,04,1,044,05,015000,1,1,9322,1
13,2013,09,2,91,36,086,10,1,070,01,015000,3,1,7533,1
13,2013,09,2,62,21,049,10,1,030,05,020000,3,2,    , 
13,2013,09,1,62,15,048,06,1,016,04,025000,3,1,9112,1
13,2013,09,2,72,15,039,07,1,017,03,020000,3,2,    , 
13,2013,09,2,23,03,041,06,1,006,05,030000,3,1,4321,1
13,2013,09,2,23,03,041,10,1,010,02,018000,3,2,    , 
13,2013,09,3,23,12,043,03,1,013,04,020000,1,2,    , 
13,2013,09,3,23,12,043,05,1,015,05,020000,1,2,    , 
13,2013,09,2,44,12,026,07,1,007,04,015000,2,2,    , 
13,2013,09,2,32,06,082,02,1,092,04,020000,3,2,    , 
13,2013,09,2,32,21,085,10,1,040,02,010000,2,2,    , 
13,2013,09,2,32,27,086,05,1,085,02,015000,3,2,    , 
13,2013,09,2,32,27,086,10,1,090,03,015000,2,1,5131,1
13,2013,09,1,32,42,088,04,1,054,03,240001,1,1,9313,1
13,2013,09,1,32,42,088,04,1,054,04,024000,1,1,9313,1
13,2013,09,2,32,42,089,03,1,043,03,024000,3,2,    , 
13,2013,09,2,32,42,089,09,1,049,01,024000,1,1,8322,1
13,2013,09,2,32,48,090,08,1,028,01,020000,1,1,4132,1
13,2013,09,1,42,03,025,04,1,004,05,020000,3,2,    , 
13,2013,09,1,42,03,025,06,1,006,05,018000,2,2,    , 
13,2013,09,1,42,03,025,09,1,009,03,020000,3,2,    , 
13,2013,09,2,61,84,156,05,1,045,04,020000,1,2,    , 
13,2013,09,2,61,69,151,07,1,037,02,025000,2,2,    , 
13,2013,09,2,61,54,148,09,1,029,02,010000,3,2,    , 
13,2013,09,2,61,39,145,02,1,012,01,005000,3,2,    , 
13,2013,09,2,61,24,142,06,1,126,03,010000,3,2,    , 
13,2013,09,2,45,06,025,03,1,003,03,015000,2,2,    , 
13,2013,09,2,45,06,025,03,1,003,04,012000,1,2,    , 
13,2013,09,2,45,06,025,06,1,006,03,020000,2,2,    , 
13,2013,09,2,45,06,025,07,1,007,03,020000,2,2,    , 
13,2013,09,2,45,06,025,07,1,007,04,020000,1,2,    , 
13,2013,09,2,45,09,027,05,1,025,03,015000,2,2,    , 
13,2013,09,2,45,09,027,05,1,025,04,020000,1,2,    , 
13,2013,09,2,92,06,079,03,1,013,03,020000,2,2,    , 
13,2013,09,2,92,06,079,05,1,015,03,015000,2,2,    , 
13,2013,09,2,92,06,079,05,1,015,04,020000,1,2,    , 
13,2013,09,2,92,06,079,06,1,016,04,015000,2,2,    , 
13,2013,09,2,92,06,079,07,1,017,05,020000,2,2,    , 
13,2013,09,2,92,06,079,10,1,020,03,015000,2,2,    , 
