REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q57SERNO,Q57,Q58,Q59,Q60,Q61
13,2013,09,2,92,06,079,10,1,020,06,020000,3,1,7531,1
13,2013,09,2,92,15,082,10,1,050,03,015000,3,2,    , 
13,2013,09,2,92,21,085,01,1,091,03,025000,1,2,    , 
13,2013,09,2,92,21,085,08,1,098,04,015000,3,2,    , 
13,2013,09,2,92,27,086,05,1,055,01,040000,1,1,9322,1
13,2013,09,2,21,27,151,04,1,134,01,050000,2,1,9611,3
13,2013,09,2,21,27,151,09,1,139,02,015000,1,1,4110,1
13,2013,09,2,21,27,151,09,1,139,03,015000,1,2,    , 
13,2013,09,1,21,30,153,10,1,060,06,050000,1,1,8332,1
13,2013,09,2,21,30,154,01,1,061,03,020000,3,2,    , 
13,2013,09,2,21,30,154,06,1,066,02,030000,1,2,    , 
13,2013,09,2,21,30,154,06,1,066,04,025000,1,2,    , 
13,2013,09,2,21,30,154,08,1,068,04,020000,1,1,7531,1
13,2013,09,2,21,33,155,06,1,076,01,008000,2,1,1341,1
13,2013,09,2,21,36,156,08,1,088,06,025000,1,2,    , 
13,2013,09,2,21,51,160,07,1,147,02,020000,3,2,    , 
13,2013,09,2,21,51,160,07,1,147,03,020000,3,2,    , 
13,2013,09,2,13,09,085,01,1,031,01,008000,2,1,5212,3
13,2013,09,2,13,21,089,04,1,004,03,018000,1,1,5121,1
13,2013,09,2,13,21,089,04,1,004,04,010000,2,2,    , 
13,2013,09,2,13,21,089,06,1,006,04,010000,3,2,    , 
13,2013,09,2,13,24,090,03,1,043,04,200003,3,2,    , 
13,2013,09,2,13,30,092,06,1,066,01,015000,2,1,3122,1
13,2013,09,2,13,30,092,09,1,069,10,015000,3,2,    , 
13,2013,09,2,13,36,093,10,1,020,03,025000,1,1,5243,1
13,2013,09,2,41,12,041,06,1,046,03,025000,3,2,    , 
13,2013,09,2,33,06,068,10,1,080,01,040000,2,2,    , 
13,2013,09,2,33,09,069,06,1,056,01,025000,3,1,8331,1
13,2013,09,1,33,12,070,01,1,001,01,020000,3,2,    , 
13,2013,09,2,12,09,179,01,1,041,03,012000,2,2,    , 
13,2013,09,2,12,09,179,01,1,041,04,010000,2,2,    , 
13,2013,09,2,12,12,180,04,1,054,01,022000,1,1,5414,1
13,2013,09,2,12,12,180,05,1,055,03,020000,1,2,    , 
13,2013,09,2,12,15,181,02,1,062,03,015000,2,2,    , 
13,2013,09,2,12,15,181,08,1,068,02,010000,2,2,    , 
13,2013,09,2,12,30,191,02,1,162,04,015000,1,1,3122,1
13,2013,09,2,12,30,191,02,1,162,05,015000,1,1,8153,1
13,2013,09,2,12,30,191,08,1,168,03,018000,2,2,    , 
13,2013,09,2,12,33,192,06,1,176,03,020000,1,2,    , 
13,2013,09,2,12,36,194,02,1,192,02,020000,3,1,2330,1
13,2013,09,2,12,39,195,01,1,201,04,020000,1,2,    , 
13,2013,09,2,31,12,089,01,1,021,02,018000,3,2,    , 
13,2013,09,2,31,12,089,05,1,025,02,015000,3,2,    , 
13,2013,09,2,31,24,091,09,1,049,03,016000,3,2,    , 
13,2013,09,2,31,36,093,10,1,070,04,025000,3,2,    , 
13,2013,09,1,31,36,094,06,1,076,03,025000,3,2,    , 
13,2013,09,2,31,42,095,07,1,087,05,035000,3,2,    , 
13,2013,09,2,31,48,096,10,1,100,06,010000,1,1,7536,1
13,2013,09,2,11,12,159,04,1,074,03,020000,2,1,9111,1
13,2013,09,1,11,30,166,07,1,147,03,018000,1,2,    , 
13,2013,09,1,11,33,167,09,1,159,04,015000,2,2,    , 
13,2013,09,1,11,33,168,07,1,167,03,030000,2,2,    , 
13,2013,09,2,51,35,058,06,1,016,02,005000,1,2,    , 
13,2013,09,2,51,35,058,08,1,018,01,008000,3,2,    , 
13,2013,09,2,51,41,064,06,1,056,04,015000,2,2,    , 
13,2013,09,2,81,15,061,06,1,016,03,010000,3,2,    , 
13,2013,09,2,81,15,061,07,1,017,01,020000,3,1,9111,1
13,2013,09,2,81,15,061,07,1,017,02,010000,3,2,    , 
13,2013,09,1,81,21,063,01,1,051,02,020000,1,2,    , 
13,2013,09,2,81,24,064,02,1,022,03,015000,3,2,    , 
13,2013,09,2,81,24,064,02,1,022,04,015000,3,2,    , 
13,2013,09,2,81,24,064,05,1,025,02,015000,3,2,    , 
13,2013,09,2,81,24,064,08,1,028,03,015000,3,1,5223,1
13,2013,09,2,71,15,046,01,1,011,02,008000,3,2,    , 
13,2013,09,2,71,15,046,06,1,006,03,020000,1,2,    , 
13,2013,09,2,71,15,046,07,1,007,04,015000,2,1,9211,1
13,2013,09,1,71,33,048,06,1,056,01,020000,1,1,4110,1
13,2013,09,2,71,42,049,07,1,047,03,030000,1,1,7412,1
13,2013,09,1,52,25,072,10,1,020,03,015000,3,2,    , 
13,2013,08,2,43,09,023,03,1,003,01,015000,3,2,    , 
13,2013,08,2,53,15,031,10,1,040,03,030000,2,2,    , 
13,2013,08,1,53,24,033,05,1,005,04,025000,1,2,    , 
13,2013,08,2,53,27,034,01,1,011,02,002500,3,1,5223,4
13,2013,08,2,53,27,034,02,1,012,02,002500,2,2,    , 
13,2013,08,2,91,18,072,06,1,036,02,010000,3,1,7532,1
13,2013,08,2,91,39,075,04,1,074,04,020000,3,2,    , 
13,2013,08,2,91,39,075,08,1,078,05,020000,2,2,    , 
13,2013,08,2,91,39,075,08,1,078,06,015000,1,2,    , 
13,2013,08,2,91,39,075,09,1,079,03,015000,2,1,6411,4
13,2013,08,2,91,39,075,09,1,079,04,020000,1,2,    , 
13,2013,08,2,62,36,044,07,1,037,02,060000,1,1,9111,1
13,2013,08,2,62,27,043,03,1,023,04,020000,1,2,    , 
13,2013,08,2,62,03,041,06,1,006,03,020000,3,2,    , 
13,2013,08,2,72,15,034,01,1,001,02,020000,3,2,    , 
13,2013,08,2,72,15,034,01,1,001,03,020000,3,1,5223,1
13,2013,08,2,72,15,034,05,1,005,02,020000,3,1,7536,3
13,2013,08,2,72,18,035,04,1,014,03,015000,1,1,7531,1
13,2013,08,2,72,18,035,05,1,015,02,018000,2,2,    , 
13,2013,08,2,72,18,035,08,1,018,10,025000,2,1,7231,1
13,2013,08,2,72,18,035,09,1,019,02,020000,1,1,9322,1
13,2013,08,2,23,03,036,04,1,004,03,020000,2,2,    , 
13,2013,08,2,22,18,036,09,1,029,02,012000,2,1,8332,1
13,2013,08,2,22,30,037,09,1,019,01,033000,2,1,9111,1
13,2013,08,2,82,09,028,01,1,001,02,020000,1,1,8160,1
13,2013,08,2,82,09,028,04,1,004,03,015000,3,2,    , 
13,2013,08,2,82,09,028,06,1,006,02,010000,3,1,9322,1
13,2013,08,2,32,03,071,02,1,012,03,012000,3,2,    , 
13,2013,08,2,32,24,075,02,1,032,01,012000,3,1,2330,1
13,2013,08,2,32,24,075,08,1,038,04,020000,3,2,    , 
13,2013,08,2,32,30,076,02,1,042,03,006000,2,1,9321,1
13,2013,08,2,32,39,077,01,1,051,03,015000,1,1,9313,1
13,2013,08,2,32,39,077,02,1,052,04,012000,2,2,    , 
13,2013,08,1,32,42,078,06,1,066,01,024000,1,1,9313,1
13,2013,08,2,32,45,079,10,1,100,03,030000,3,2,    , 
13,2013,08,2,42,03,022,05,1,005,03,020000,2,2,    , 
13,2013,08,2,42,12,024,02,1,022,03,025000,3,2,    , 
13,2013,08,2,61,12,123,06,1,026,03,018000,3,2,    , 
13,2013,08,2,61,12,123,07,1,027,02,040000,2,2,    , 
13,2013,08,2,61,39,128,03,1,013,01,030000,1,1,7421,1
13,2013,08,2,61,39,128,09,1,019,02,020000,3,2,    , 
13,2013,08,2,61,54,131,05,1,115,03,015000,3,2,    , 
13,2013,08,2,61,54,131,06,1,116,02,008000,3,1,9111,1
13,2013,08,2,61,54,131,06,1,116,03,012000,3,2,    , 
13,2013,08,2,61,54,131,07,1,117,03,020000,1,2,    , 
13,2013,08,3,61,60,133,08,1,078,03,006000,1,1,7533,4
13,2013,08,3,61,60,133,08,1,078,04,007000,2,1,7533,1
13,2013,08,2,61,63,134,08,1,068,03,020000,2,2,    , 
13,2013,08,2,61,69,135,07,1,077,03,015000,3,2,    , 
13,2013,08,2,92,06,070,02,1,012,04,010000,3,2,    , 
13,2013,08,2,92,06,070,02,1,012,05,015000,3,2,    , 
13,2013,08,2,92,06,070,04,1,014,03,020000,3,2,    , 
13,2013,08,2,92,06,070,06,1,016,03,025000,2,2,    , 
13,2013,08,2,92,06,070,06,1,016,04,015000,2,2,    , 
13,2013,08,2,92,06,070,09,1,019,03,015000,3,2,    , 
13,2013,08,2,92,12,072,06,1,036,02,020000,3,2,    , 
13,2013,08,2,92,12,072,10,1,040,03,020000,1,2,    , 
13,2013,08,2,21,03,127,07,1,007,03,020000,1,1,8322,1
13,2013,08,2,21,09,128,04,1,014,06,010000,3,2,    , 
13,2013,08,3,21,15,130,01,1,021,02,006000,2,2,    , 
13,2013,08,3,21,15,130,04,1,024,03,020000,1,1,2221,1
13,2013,08,3,21,15,130,04,1,024,04,025000,1,2,    , 
13,2013,08,3,21,15,130,09,1,029,03,015000,1,1,9321,1
13,2013,08,2,21,27,133,08,1,048,01,008000,3,1,7532,1
13,2013,08,2,21,27,133,10,1,050,03,015000,2,1,2310,1
13,2013,08,2,21,27,133,10,1,050,04,015000,2,2,    , 
13,2013,08,1,21,30,134,01,1,051,02,015000,1,1,9111,1
13,2013,08,2,21,34,137,05,1,086,03,025000,2,2,    , 
13,2013,08,2,21,36,138,01,1,092,04,015000,3,2,    , 
13,2013,08,2,21,39,139,10,1,111,04,008000,1,2,    , 
13,2013,08,2,13,12,076,05,1,075,02,010000,1,2,    , 
13,2013,08,2,13,24,078,09,1,019,03,020000,3,2,    , 
13,2013,08,1,13,24,079,03,1,053,03,040000,2,2,    , 
13,2013,08,1,13,24,079,06,1,056,05,020000,3,2,    , 
13,2013,08,1,13,24,079,08,1,058,05,018000,2,2,    , 
13,2013,08,1,13,24,079,08,1,058,06,020000,1,2,    , 
13,2013,08,2,13,27,080,05,1,035,03,020000,1,1,4132,1
13,2013,08,1,41,36,040,05,1,005,01,020000,1,1,8332,3
13,2013,08,2,33,15,062,01,1,021,03,060000,2,2,    , 
13,2013,08,2,33,15,062,03,1,023,03,018000,3,1,5223,1
13,2013,08,2,33,15,062,09,1,029,03,015000,3,1,4211,1
13,2013,08,2,33,27,065,06,1,046,01,018000,3,1,8322,1
13,2013,08,2,33,27,065,07,1,047,01,002000,1,1,9322,1
13,2013,08,2,33,33,066,10,1,060,03,015000,3,1,8331,1
13,2013,08,2,33,33,066,10,1,060,04,015000,3,2,    , 
13,2013,08,2,12,06,154,05,1,015,03,020000,3,2,    , 
13,2013,08,2,12,09,157,05,1,046,04,010000,2,1,9322,1
13,2013,08,2,12,18,162,03,1,094,04,015000,1,1,4321,1
13,2013,08,2,12,18,162,09,1,100,01,030000,1,1,5122,1
13,2013,08,2,12,27,167,01,1,142,01,030000,3,1,8331,2
13,2013,08,2,12,27,168,01,1,152,03,020000,2,2,    , 
13,2013,08,2,12,27,168,01,1,152,04,015000,1,2,    , 
13,2013,08,2,12,30,169,02,1,163,03,015000,1,2,    , 
13,2013,08,2,12,36,172,02,1,193,02,020000,1,1,4321,1
13,2013,08,2,12,39,173,09,1,210,05,015000,1,2,    , 
13,2013,08,2,12,39,174,09,1,220,05,015000,1,2,    , 
13,2013,08,2,31,09,078,06,1,016,02,018000,3,2,    , 
13,2013,08,2,31,12,079,09,1,029,02,020000,1,1,7131,1
13,2013,08,2,31,27,081,07,1,047,02,018000,3,2,    , 
13,2013,08,2,31,27,081,07,1,047,03,025000,3,2,    , 
13,2013,08,2,31,27,081,08,1,048,03,020000,3,2,    , 
13,2013,08,2,31,27,081,08,1,048,04,025000,3,2,    , 
13,2013,08,2,31,33,082,02,1,052,02,015000,1,1,4311,1
13,2013,08,2,31,33,082,09,1,059,02,015000,2,1,9322,4
13,2013,08,2,11,15,141,01,1,081,03,020000,3,1,9311,1
13,2013,08,1,11,33,149,08,1,171,01,050000,3,1,7512,1
13,2013,08,2,51,34,052,04,1,004,01,007000,3,2,    , 
13,2013,08,1,51,21,055,06,1,046,03,015000,3,2,    , 
13,2013,08,2,51,39,056,06,1,056,02,015000,3,2,    , 
13,2013,08,2,81,30,057,03,2,054,03,025000,1,2,    , 
13,2013,08,2,81,39,059,03,1,003,02,001000,3,1,7532,1
13,2013,08,2,71,45,044,02,1,012,02,050000,1,1,3513,1
13,2013,08,2,71,45,044,04,1,014,01,020000,1,1,5414,1
13,2013,08,1,52,21,063,02,1,012,03,030000,3,2,    , 
13,2013,08,1,52,21,063,06,1,016,03,030000,2,2,    , 
13,2013,07,2,43,09,020,06,1,006,04,015000,3,2,    , 
13,2013,07,2,53,27,030,10,1,040,03,007000,1,2,    , 
13,2013,07,2,91,18,062,06,1,076,04,015000,1,1,7116,1
13,2013,07,3,91,24,063,08,1,068,01,010000,1,1,9212,1
13,2013,07,2,91,24,064,03,1,053,03,020000,2,1,9311,1
13,2013,07,2,91,42,066,02,1,022,03,015000,2,2,    , 
13,2013,07,2,91,42,066,10,1,030,04,015000,2,2,    , 
13,2013,07,2,91,48,067,01,1,091,04,015000,2,2,    , 
13,2013,07,2,91,48,067,02,1,092,03,012000,3,2,    , 
13,2013,07,2,62,48,040,06,1,056,03,010000,2,1,9322,1
13,2013,07,2,62,45,039,05,1,045,02,025000,3,2,    , 
13,2013,07,2,62,45,039,05,1,045,03,025000,3,2,    , 
13,2013,07,2,62,45,039,09,1,049,01,090000,3,1,9111,1
13,2013,07,2,62,45,039,10,1,050,03,020000,2,2,    , 
13,2013,07,2,62,27,037,02,1,022,01,030000,1,1,6116,3
13,2013,07,2,72,12,029,07,1,017,02,015000,3,1,9335,1
13,2013,07,2,72,15,030,02,1,002,02,010000,3,1,7531,1
13,2013,07,2,72,15,030,05,1,005,04,020000,3,2,    , 
13,2013,07,2,72,15,030,06,1,006,02,020000,3,2,    , 
13,2013,07,2,72,15,030,08,1,008,02,020000,3,2,    , 
13,2013,07,3,23,15,035,05,1,035,04,018000,2,1,6411,4
13,2013,07,3,23,15,035,05,1,035,05,020000,2,1,6411,4
13,2013,07,2,44,15,021,10,1,030,03,008000,2,2,    , 
13,2013,07,2,22,18,031,02,1,022,01,020000,2,2,    , 
13,2013,07,2,22,18,031,02,1,022,03,010000,1,2,    , 
13,2013,07,2,22,18,031,03,1,023,02,010000,1,2,    , 
13,2013,07,2,22,33,033,09,1,049,04,020000,3,2,    , 
13,2013,07,2,82,09,024,06,1,006,02,020000,3,2,    , 
13,2013,07,2,82,09,024,07,1,007,02,015000,3,1,9322,1
13,2013,07,2,32,24,066,04,1,054,01,020000,3,2,    , 
13,2013,07,2,32,33,067,02,1,062,03,015000,3,1,8212,1
13,2013,07,2,32,33,067,08,1,068,01,010000,3,2,    , 
13,2013,07,1,32,42,069,02,1,082,01,020000,1,1,3360,1
13,2013,07,1,32,42,069,03,1,083,03,018000,2,2,    , 
13,2013,07,2,32,45,070,06,1,096,07,025000,3,1,5151,1
13,2013,07,2,42,03,019,03,1,003,03,027000,1,2,    , 
13,2013,07,2,42,03,019,04,1,004,03,040000,1,2,    , 
13,2013,07,2,61,57,114,07,1,167,03,010000,1,2,    , 
13,2013,07,2,61,60,115,09,1,079,03,030000,3,2,    , 
13,2013,07,2,61,78,119,05,1,145,03,025000,2,2,    , 
13,2013,07,2,61,81,120,05,1,085,03,018000,2,2,    , 
13,2013,07,2,45,09,020,01,1,011,03,020000,1,2,    , 
13,2013,07,2,45,12,021,01,1,021,03,020000,2,1,7122,1
13,2013,07,2,45,12,021,05,1,025,02,010000,2,2,    , 
13,2013,07,2,92,06,060,01,1,011,05,020000,3,2,    , 
13,2013,07,2,92,06,060,03,1,013,02,015000,3,2,    , 
13,2013,07,2,92,09,061,08,1,028,03,020000,2,2,    , 
13,2013,07,2,92,12,062,01,1,031,02,015000,2,2,    , 
13,2013,07,2,92,18,064,05,1,055,01,010000,1,1,7531,1
13,2013,07,2,92,27,066,07,1,067,03,020000,2,2,    , 
13,2013,07,2,92,27,066,08,1,068,03,020000,3,2,    , 
13,2013,07,3,92,30,067,09,1,079,03,020000,3,2,    , 
13,2013,07,2,21,24,114,10,1,050,03,900000,3,2,    , 
13,2013,07,2,21,30,117,07,1,077,01,050000,2,1,8322,1
13,2013,07,2,21,30,117,09,1,079,04,025000,3,2,    , 
13,2013,07,2,21,33,118,04,1,084,03,015000,3,2,    , 
13,2013,07,2,21,39,121,08,1,118,03,008000,2,1,7531,1
13,2013,07,2,21,42,122,07,1,127,01,010000,3,2,    , 
13,2013,07,3,21,42,123,02,1,132,03,020000,2,2,    , 
13,2013,07,3,21,42,123,03,1,133,01,015000,2,1,5211,1
13,2013,07,3,21,42,123,07,1,137,01,015000,1,1,9629,1
13,2013,07,2,21,48,124,07,1,147,02,020000,1,1,5122,1
13,2013,07,2,21,48,124,07,1,147,03,015000,3,1,5211,1
13,2013,07,2,21,54,126,06,1,166,02,012500,2,2,    , 
13,2013,07,2,13,06,064,06,1,096,01,015000,1,1,3333,1
13,2013,07,2,13,24,068,04,1,064,02,020000,3,1,5211,3
13,2013,07,2,13,24,068,04,1,064,03,025000,2,2,    , 
13,2013,07,2,13,24,068,05,1,065,03,010000,2,1,9111,1
13,2013,07,2,41,18,032,05,1,046,03,020000,3,2,    , 
13,2013,07,2,41,18,032,06,1,047,03,020000,3,2,    , 
13,2013,07,2,41,18,032,07,1,048,01,020000,3,2,    , 
13,2013,07,2,41,27,033,04,1,015,01,030000,3,2,    , 
13,2013,07,2,41,27,033,05,1,016,01,010000,1,2,    , 
13,2013,07,2,41,27,033,05,1,016,03,300003,3,1,2330,1
13,2013,07,1,41,36,034,09,1,009,03,020000,3,2,    , 
13,2013,07,2,33,09,052,10,1,020,01,025000,2,2,    , 
13,2013,07,2,33,15,054,03,1,023,04,015000,2,2,    , 
13,2013,07,2,33,21,055,02,1,032,03,020000,3,2,    , 
13,2013,07,2,33,21,055,10,1,040,02,012000,3,1,8153,1
13,2013,07,2,33,30,057,01,1,051,02,008000,1,2,    , 
13,2013,07,2,33,30,057,02,1,052,03,020000,2,1,7116,1
13,2013,07,2,33,30,057,02,1,052,04,015000,1,1,7531,1
13,2013,07,2,33,30,057,04,1,054,03,015000,2,1,5414,1
13,2013,07,2,33,30,057,08,1,058,02,005000,1,2,    , 
13,2013,07,2,33,30,057,10,1,060,03,010000,2,1,8153,1
13,2013,07,1,12,03,131,10,1,010,03,015000,2,2,    , 
13,2013,07,1,12,03,131,10,1,010,04,018000,2,2,    , 
13,2013,07,2,12,09,135,05,1,045,03,012000,2,2,    , 
13,2013,07,2,12,12,136,05,1,055,04,040000,2,2,    , 
13,2013,07,2,12,18,140,02,1,082,01,010000,1,1,9629,3
13,2013,07,1,12,24,143,03,1,113,03,035000,2,1,3511,1
13,2013,07,1,12,24,143,03,1,113,04,080000,2,1,3122,1
13,2013,07,1,12,24,143,08,1,118,03,020000,3,2,    , 
13,2013,07,2,12,27,145,01,1,131,04,020000,3,1,9111,1
13,2013,07,2,12,33,148,02,1,162,04,020000,1,2,    , 
13,2013,07,2,12,36,150,09,1,189,04,050000,1,1,1212,1
13,2013,07,2,12,39,151,05,1,195,03,015000,3,1,9331,1
13,2013,07,2,12,39,152,07,1,207,05,015000,3,2,    , 
13,2013,07,2,31,21,069,04,1,034,04,015000,2,2,    , 
13,2013,07,2,31,21,069,10,1,040,03,015000,2,1,7231,1
13,2013,07,2,31,27,070,03,1,043,03,050000,3,2,    , 
13,2013,07,2,31,27,070,08,1,048,03,015000,3,2,    , 
13,2013,07,2,31,34,071,04,1,054,03,015000,3,2,    , 
13,2013,07,2,31,39,072,08,1,068,03,020000,1,2,    , 
13,2013,07,2,31,39,072,09,1,069,04,015000,1,2,    , 
13,2013,07,2,31,05,075,01,1,091,03,025000,1,1,7421,1
13,2013,07,2,31,54,076,05,1,105,03,015000,3,2,    , 
13,2013,07,1,11,03,115,03,1,013,03,015000,1,2,    , 
13,2013,07,1,11,09,118,06,1,048,03,200000,1,1,7412,1
13,2013,07,2,11,12,120,06,1,068,04,015000,1,2,    , 
13,2013,07,2,11,12,121,07,1,079,03,015000,2,1,9322,1
13,2013,07,2,11,15,123,02,1,094,02,010000,2,1,9213,1
13,2013,07,1,11,31,129,03,1,155,01,050000,1,1,3151,1
13,2013,07,1,11,31,129,10,1,162,03,025000,1,2,    , 
13,2013,07,2,51,36,044,04,1,044,04,015000,2,2,    , 
13,2013,07,2,51,31,045,05,1,005,02,025000,2,2,    , 
13,2013,07,2,81,30,051,03,1,023,01,015000,3,1,6111,1
13,2013,07,2,81,30,051,08,1,028,03,025000,1,1,9312,3
13,2013,07,2,71,36,037,10,1,020,03,015000,3,2,    , 
13,2013,07,2,71,57,039,05,1,005,04,020000,2,2,    , 
13,2013,07,2,52,06,051,05,1,005,03,025000,3,2,    , 
13,2013,07,2,52,51,059,04,1,014,01,010000,1,1,7533,1
13,2013,04,2,43,09,012,09,1,009,03,020000,3,2,    , 
13,2013,04,1,43,09,011,04,1,014,04,020000,2,2,    , 
13,2013,04,1,53,15,015,03,1,003,05,040000,2,2,    , 
13,2013,04,1,53,15,015,06,1,006,03,030000,3,2,    , 
13,2013,04,1,53,15,015,06,1,006,04,040000,3,2,    , 
13,2013,04,1,53,15,015,09,1,009,03,030000,3,2,    , 
13,2013,04,1,53,15,015,09,1,009,05,025000,3,2,    , 
13,2013,04,1,91,12,033,06,1,016,05,015000,2,2,    , 
13,2013,04,3,91,18,035,04,1,085,04,010000,3,2,    , 
13,2013,04,2,91,36,038,09,1,029,03,015000,1,2,    , 
13,2013,04,2,91,42,039,02,1,032,02,030000,1,1,7116,1
13,2013,04,2,91,42,039,04,1,034,01,015000,1,1,7122,1
13,2013,04,2,91,42,039,05,1,035,04,030000,1,1,7116,1
13,2013,04,2,91,42,039,07,1,037,01,015000,1,1,9212,1
13,2013,04,2,91,48,040,05,1,095,03,016000,3,2,    , 
13,2013,04,2,91,48,040,07,1,097,04,015000,3,2,    , 
13,2013,04,2,91,48,040,07,1,097,05,015000,3,2,    , 
13,2013,04,2,62,21,020,05,1,025,03,020000,2,2,    , 
13,2013,04,2,62,09,018,06,1,006,01,010000,2,1,1221,3
13,2013,04,1,23,15,019,02,1,032,03,022000,3,2,    , 
13,2013,04,2,44,12,011,02,1,022,01,025000,1,1,7114,4
13,2013,04,2,44,12,011,05,1,025,02,015000,1,2,    , 
13,2013,04,2,44,15,012,09,1,009,01,010000,1,2,    , 
13,2013,04,2,44,15,012,09,1,009,07,012000,1,2,    , 
13,2013,04,2,22,03,015,09,1,009,03,030000,1,2,    , 
13,2013,04,1,22,18,017,07,1,027,02,005000,3,2,    , 
13,2013,04,2,22,27,018,05,1,035,03,015000,3,2,    , 
13,2013,04,2,32,06,032,05,1,015,02,025000,1,1,7515,1
13,2013,04,2,32,06,032,07,1,017,03,020000,3,2,    , 
13,2013,04,2,32,06,032,07,1,017,01,020000,1,1,7116,1
13,2013,04,2,32,21,035,05,1,045,03,015000,3,2,    , 
13,2013,04,2,32,21,035,05,1,045,04,015000,2,2,    , 
13,2013,04,2,32,21,035,06,1,046,01,010000,2,1,7115,3
13,2013,04,2,32,36,037,01,1,051,05,020000,3,2,    , 
13,2013,04,2,32,36,037,01,1,051,06,020000,3,2,    , 
13,2013,04,2,32,36,037,02,1,052,02,020000,3,1,7126,1
13,2013,04,2,32,36,037,04,1,054,02,010000,3,1,3421,1
13,2013,04,2,32,36,037,05,1,055,03,018000,3,2,    , 
13,2013,04,2,32,36,037,05,1,055,04,015000,3,2,    , 
13,2013,04,2,32,42,039,04,1,084,02,020000,3,2,    , 
13,2013,04,2,42,03,010,03,1,003,02,025000,3,2,    , 
13,2013,04,2,42,03,010,08,1,008,03,021500,3,2,    , 
13,2013,04,2,45,09,010,07,1,007,03,015000,1,2,    , 
13,2013,04,2,92,06,031,01,1,011,03,015000,3,2,    , 
13,2013,04,2,92,06,031,09,1,019,02,020000,3,1,7531,1
13,2013,04,2,92,06,032,01,1,021,03,020000,2,2,    , 
13,2013,04,2,92,06,032,03,1,023,04,015000,2,2,    , 
13,2013,04,2,92,06,032,05,1,025,04,020000,2,2,    , 
13,2013,04,2,92,06,032,08,1,028,03,020000,2,2,    , 
13,2013,04,2,92,06,032,09,1,029,03,015000,2,2,    , 
